text,label,label_id,source,sst_score
The darker elements of misogyny and unprovoked violence suffocate the illumination created by the two daughters and the sparse instances of humor meant to shine through the gloomy film noir veil .,negative,0,sst,0.25
Do you chuckle at the thought of an ancient librarian whacking a certain part of a man 's body ?,neutral,1,sst,0.5
The most compelling Wiseman epic of recent years .,positive,2,sst,0.88889
The troubling thing about Clockstoppers is that it does n't make any sense .,negative,0,sst,0.22222
He simply presents his point of view that Ayurveda works .,positive,2,sst,0.66667
This is amusing for about three minutes .,neutral,1,sst,0.54167
Exposing the ways we fool ourselves is One Hour Photo 's real strength .,neutral,1,sst,0.43056
"Audrey Tatou has a knack for picking roles that magnify her outrageous charm , and in this literate French comedy , she 's as morning-glory exuberant as she was in AmÃ©lie .",positive,2,sst,0.72222
"However it may please those who love movies that blare with pop songs , young science fiction fans will stomp away in disgust .",negative,0,sst,0.36111
"Light , cute and forgettable .",neutral,1,sst,0.59722
A working class `` us vs. them '' opera that leaves no heartstring untugged and no liberal cause unplundered .,positive,2,sst,0.79167
An elegant film with often surprising twists and an intermingling of naivetÃ© and sophistication .,positive,2,sst,0.77778
"It shares the first two films ' loose-jointed structure , but laugh-out-loud bits are few and far between .",neutral,1,sst,0.47222
`` The best Disney movie since the Lion King '',positive,2,sst,0.88889
Initial strangeness inexorably gives way to rote sentimentality and mystical tenderness becomes narrative expedience .,neutral,1,sst,0.54167
The big ending surprise almost saves the movie .,positive,2,sst,0.70833
Manages to delight without much of a story .,positive,2,sst,0.70833
"It 's rather like a Lifetime special -- pleasant , sweet and forgettable .",positive,2,sst,0.79167
There was time on that second round to see the subtleties of Ramsay 's portrait of grief .,neutral,1,sst,0.52778
"As for children , they wo n't enjoy the movie at all .",negative,0,sst,0.23611
"Personally , I 'd rather watch them on the Animal Planet .",negative,0,sst,0.18056
Stale and clichÃ©d to a fault .,negative,0,sst,0.18056
`` its successes are also tempered with elements which prove the direct antithesis of what it gets right . '',neutral,1,sst,0.40278
Photographed with melancholy richness and eloquently performed yet also decidedly uncinematic .,neutral,1,sst,0.59722
The movie has lots of dancing and fabulous music .,positive,2,sst,0.80556
"There is a welcome lack of pretension about the film , which very simply sets out to entertain and ends up delivering in good measure .",positive,2,sst,0.80556
"As a singular character study , it 's perfect .",positive,2,sst,0.90278
Whether you like it or not is basically a matter of taste .,neutral,1,sst,0.47222
Anthony Hopkins ?,neutral,1,sst,0.5
"None of his actors stand out , but that 's less of a problem here than it would be in another film : Characterization matters less than atmosphere .",neutral,1,sst,0.41667
Lan Yu seems altogether too slight to be called any kind of masterpiece .,negative,0,sst,0.31944
One-sided documentary offers simplistic explanations to a very complex situation .,negative,0,sst,0.20833
"fast , frantic and fun , but also soon forgotten",neutral,1,sst,0.47222
`` Not really as bad as you might think ! '',neutral,1,sst,0.54167
Alternately frustrating and rewarding .,positive,2,sst,0.68056
"A charming , banter-filled comedy ... one of those airy cinematic bon bons whose aims -- and by extension , accomplishments -- seem deceptively slight on the surface .",positive,2,sst,0.72222
"Like its parade of predecessors , this Halloween is a gory slash-fest .",positive,2,sst,0.625
"Instead , it 'll only put you to sleep .",negative,0,sst,0.18056
"Coppola 's directorial debut is an incredibly layered and stylistic film that , despite a fairly slow paced , almost humdrum approach to character development , still manages at least a decent attempt at meaningful cinema .",positive,2,sst,0.66667
"Some episodes work , some do n't .",negative,0,sst,0.33333
"The acting in Pauline And Paulette is good all round , but what really sets the film apart is Debrauwer 's refusal to push the easy emotional buttons .",positive,2,sst,0.81944
A poignant lyricism runs through Balzac and the Little Chinese Seamstress that transforms this story about love and culture into a cinematic poem .,positive,2,sst,0.83333
"Writer-director 's Mehta 's effort has tons of charm and the whimsy is in the mixture , the intoxicating masala , of cultures and film genres .",positive,2,sst,0.83333
"A sad , superior human comedy played out on the back roads of life .",positive,2,sst,0.72222
The Irwins ' scenes are fascinating ; the movie as a whole is cheap junk and an insult to their death-defying efforts .,negative,0,sst,0.15278
is significantly less charming than listening to a four-year-old with a taste for exaggeration recount his Halloween trip to the Haunted House .,negative,0,sst,0.083333
It 's just a movie that happens to have Jackie Chan in it .,negative,0,sst,0.33333
"But while the highly predictable narrative falls short , Treasure Planet is truly gorgeous to behold .",positive,2,sst,0.84722
The smartest bonehead comedy of the summer .,positive,2,sst,0.83333
"A visionary marvel , but it 's lacking a depth in storytelling usually found in anime like this .",negative,0,sst,0.38889
A stylish thriller .,positive,2,sst,0.80556
"Heartwarming here relies less on forced air than on Petter NÃ¦ss ' delicate , clever direction ... and a wonderful , imaginative script by Axel Hellstenius .",positive,2,sst,0.875
The all-French cast is marveilleux .,positive,2,sst,0.94444
Outrageousness is all Plympton seemed to be going for this time .,negative,0,sst,0.27778
"One of the most haunting , viciously honest coming-of-age films in recent memory .",positive,2,sst,0.75
Simply a re-hash of the other seven films .,negative,0,sst,0.27778
Enough similarities to Gymkata and Howie Long 's Firestorm that my fingernails instinctively crawled towards my long-suffering eyeballs .,negative,0,sst,0.22222
"As a science fiction movie , `` Minority Report '' astounds .",positive,2,sst,0.90278
"For his first attempt at film noir , Spielberg presents a fascinating but flawed look at the near future .",positive,2,sst,0.63889
"Dazzles with its fully-written characters , its determined stylishness -LRB- which always relates to characters and story -RRB- and Johnny Dankworth 's best soundtrack in years .",positive,2,sst,0.97222
"Well made but uninvolving , Bloodwork is n't a terrible movie , just a stultifyingly obvious one -- an unrewarding collar for a murder mystery .",negative,0,sst,0.38889
"There 's nothing like love to give a movie a B-12 shot , and CQ shimmers with it .",positive,2,sst,0.81944
Just another combination of bad animation and mindless violence ... lacking the slightest bit of wit or charm .,negative,0,sst,0.083333
"Though the film is well-intentioned , one could rent the original and get the same love story and parable .",positive,2,sst,0.68056
"Last Orders nurtures the multi-layers of its characters , allowing us to remember that life 's ultimately a gamble and last orders are to be embraced .",positive,2,sst,0.83333
"It 's a testament to De Niro and director Michael Caton-Jones that by movie 's end , we accept the characters and the film , flaws and all .",positive,2,sst,0.77778
"It 's dumb , but more importantly , it 's just not scary .",negative,0,sst,0.16667
"As warm as it is wise , deftly setting off uproarious humor with an underlying seriousness that sneaks up on the viewer , providing an experience that is richer than anticipated .",positive,2,sst,0.88889
"If there 's one big point to Promises , it 's that nothing can change while physical and psychological barriers keep the sides from speaking even one word to each other .",neutral,1,sst,0.58333
Too bad none of it is funny .,negative,0,sst,0.083333
The warnings to resist temptation in this film ... are blunt and challenging and offer no easy rewards for staying clean .,neutral,1,sst,0.59722
"It is different from others in its genre in that it is does not rely on dumb gags , anatomical humor , or character cliches ; it primarily relies on character to tell its story .",positive,2,sst,0.83333
"Wes Craven 's presence is felt ; not the Craven of ' A Nightmare on Elm Street ' or ` The Hills Have Eyes , ' but the sad schlock merchant of ` Deadly Friend . '",negative,0,sst,0.27778
"The filmmakers know how to please the eye , but it is not always the prettiest pictures that tell the best story .",positive,2,sst,0.61111
Those of you who are not an eighth grade girl will most likely doze off during this one .,negative,0,sst,0.11111
Watching Beanie and his gang put together his slasher video from spare parts and borrowed materials is as much fun as it must have been for them to make it .,positive,2,sst,0.70833
A hamfisted romantic comedy that makes our girl the hapless facilitator of an extended cheap shot across the Mason-Dixon line .,negative,0,sst,0.38889
P.T. Anderson understands the grandness of romance and how love is the great equalizer that can calm us of our daily ills and bring out joys in our lives that we never knew were possible .,positive,2,sst,0.81944
"Miller is playing so free with emotions , and the fact that children are hostages to fortune , that he makes the audience hostage to his swaggering affectation of seriousness .",positive,2,sst,0.79167
This is it .,neutral,1,sst,0.45833
"Bears resemblance to , and shares the weaknesses of , too many recent action-fantasy extravaganzas in which special effects overpower cogent story-telling and visual clarity during the big action sequences .",neutral,1,sst,0.58333
"It falls far short of poetry , but it 's not bad prose .",positive,2,sst,0.72222
"Even through its flaws , Revolution # 9 proves to be a compelling , interestingly told film .",positive,2,sst,0.72222
Long Time Dead ?,neutral,1,sst,0.5
"The question hanging over The Time Machine is not , as the main character suggests , ` what if ? '",neutral,1,sst,0.5
a compelling portrait of moral emptiness,positive,2,sst,0.625
The best that can be said about the work here of Scottish director Ritchie ... is that he obviously does n't have his heart in it .,negative,0,sst,0.30556
The script is too mainstream and the psychology too textbook to intrigue .,negative,0,sst,0.29167
"Morvern Callar confirms Lynne Ramsay as an important , original talent in international cinema .",positive,2,sst,0.83333
I have n't seen such self-amused trash since Freddy Got Fingered .,negative,0,sst,0.29167
"We have poignancy jostling against farce , thoughtful dialogue elbowed aside by one-liners , and a visual style that incorporates rotoscope animation for no apparent reason except , maybe , that it looks neat .",negative,0,sst,0.30556
"is clever enough , though thin writing proves its undoing .",neutral,1,sst,0.54167
"Boasts a handful of virtuosic set pieces and offers a fair amount of trashy , kinky fun .",positive,2,sst,0.625
"A lovely film ... elegant , witty and beneath a prim exterior unabashedly romantic ... hugely enjoyable in its own right though not really faithful to its source 's complexity .",positive,2,sst,0.84722
This movie ... does n't deserve the energy it takes to describe how bad it is .,negative,0,sst,0.22222
It 's a shame that the storyline and its underlying themes ... finally seem so impersonal or even shallow .,negative,0,sst,0.19444
VeretÃ© has a whip-smart sense of narrative bluffs .,positive,2,sst,0.75
It 's a sharp movie about otherwise dull subjects .,positive,2,sst,0.63889
"A good film with a solid pedigree both in front of and , more specifically , behind the camera .",positive,2,sst,0.79167
Even Murphy 's expert comic timing and famed charisma ca n't rescue this effort .,negative,0,sst,0.36111
Confirms the nagging suspicion that Ethan Hawke would be even worse behind the camera than he is in front of it .,negative,0,sst,0.097222
"As well-acted and well-intentioned as All or Nothing is , however , the film comes perilously close to being too bleak , too pessimistic and too unflinching for its own good .",neutral,1,sst,0.44444
What happens when something goes bump in the night and nobody cares ?,negative,0,sst,0.25
While much of the cast has charm -- especially Allodi and Nolden -- the performers are sunk by the film 's primitive approach to the mechanics of comedy .,neutral,1,sst,0.47222
The rare movie that 's as crisp and to the point as the novel on which it 's based .,positive,2,sst,0.84722
It just does n't have anything really interesting to say .,negative,0,sst,0.38889
Neither revelatory nor truly edgy -- merely crassly flamboyant and comedically labored .,negative,0,sst,0.11111
Mostly Martha could have used a little trimming -- 10 or 15 minutes could be cut and no one would notice -- but it 's a pleasurable trifle .,neutral,1,sst,0.58333
"Places a slightly believable love triangle in a difficult-to-swallow setting , and then disappointingly moves the story into the realm of an improbable thriller .",negative,0,sst,0.27778
"An intelligent and deeply felt work about impossible , irrevocable choices and the price of making them .",positive,2,sst,0.83333
"The film takes the materials of human tragedy and dresses them in lovely costumes , Southern California locations and star power .",neutral,1,sst,0.5
Contrived pastiche of caper clichÃ©s .,negative,0,sst,0.20833
"No one can doubt the filmmakers ' motives , but The Guys still feels counterproductive .",negative,0,sst,0.29167
American Chai encourages rueful laughter at stereotypes only an Indian-American would recognize .,negative,0,sst,0.34722
... a pretentious and ultimately empty examination of a sick and evil woman .,negative,0,sst,0.33333
A thought-provoking and often-funny drama about isolation .,positive,2,sst,0.76389
"If there ai n't none , you have a problem .",neutral,1,sst,0.45833
"It does give a taste of the Burning Man ethos , an appealing blend of counter-cultural idealism and hedonistic creativity .",positive,2,sst,0.66667
Skillfully weaves both the elements of the plot and a powerfully evocative mood combining heated sexuality with a haunting sense of malaise .,positive,2,sst,0.875
It 's a bit disappointing that it only manages to be decent instead of dead brilliant .,negative,0,sst,0.27778
The story itself is actually quite vapid .,negative,0,sst,0.26389
The movie is about as humorous as watching your favorite pet get buried alive .,negative,0,sst,0.055556
"The work of an exhausted , desiccated talent who ca n't get out of his own way .",positive,2,sst,0.69444
The characters are never more than sketches ... which leaves any true emotional connection or identification frustratingly out of reach .,negative,0,sst,0.125
"All of it works smoothly under the direction of Spielberg , who does a convincing impersonation here of a director enjoying himself immensely .",positive,2,sst,0.86111
Will grab your children by the imagination and amaze them and amuse them .,positive,2,sst,0.93056
The engagingly primitive animated special effects contribute to a mood that 's sustained through the surprisingly somber conclusion .,positive,2,sst,0.63889
"Both stars manage to be funny , but , like the recent I Spy , the star chemistry begs the question of whether random gags add up to a movie .",neutral,1,sst,0.55556
"As self-aware movies go , Who is Cletis Tout ?",neutral,1,sst,0.45833
Purports to be a Hollywood satire but winds up as the kind of film that should be the target of something deeper and more engaging .,negative,0,sst,0.33333
This will go on so long as there are moviegoers anxious to see strange young guys doing strange guy things .,neutral,1,sst,0.41667
"Tykwer 's surface flash is n't just a poor fit with Kieslowski 's lyrical pessimism ; it completely contradicts everything Kieslowski 's work aspired to , including the condition of art .",negative,0,sst,0.19444
The Son 's Room is a triumph of gentility that earns its moments of pathos .,positive,2,sst,0.68056
A crude teen-oriented variation on a theme that the playwright Craig Lucas explored with infinitely more grace and eloquence in his Prelude to a Kiss .,neutral,1,sst,0.45833
Exciting and well-paced .,positive,2,sst,0.91667
"The Chateau has one very funny joke and a few other decent ones , but all it amounts to is a mildly funny , sometimes tedious , ultimately insignificant film .",negative,0,sst,0.38889
It 's always disappointing when a documentary fails to live up to -- or offer any new insight into -- its chosen topic .,negative,0,sst,0.13889
A wonderfully speculative character study that made up for its rather slow beginning by drawing me into the picture .,positive,2,sst,0.70833
"Hey , who else needs a shower ?",negative,0,sst,0.27778
"Miyazaki 's nonstop images are so stunning , and his imagination so vivid , that the only possible complaint you could have about Spirited Away is that there is no rest period , no timeout .",positive,2,sst,0.86111
A funny and well-contructed black comedy where the old adage `` be careful what you wish for '' is given a full workout .,positive,2,sst,0.84722
Going to the website may be just as fun -LRB- and scary -RRB- as going to the film .,negative,0,sst,0.375
-- but it makes for one of the most purely enjoyable and satisfying evenings at the movies I 've had in a while .,positive,2,sst,0.81944
Not just unlikable .,negative,0,sst,0.25
And the positive change in tone here seems to have recharged him .,positive,2,sst,0.65278
There 's more repetition than creativity throughout the movie .,negative,0,sst,0.33333
The premise itself is just SOOOOO tired .,negative,0,sst,0.16667
The film lapses too often into sugary sentiment and withholds delivery on the pell-mell pyrotechnics its punchy style promises .,negative,0,sst,0.25
"High Crimes carries almost no organic intrigue as a government \/ Marine\/legal mystery , and that 's because the movie serves up all of that stuff , nearly subliminally , as the old-hat province of male intrigue .",negative,0,sst,0.375
There 's ... an underlying Old World sexism to Monday Morning that undercuts its charm .,negative,0,sst,0.25
"... feels as if -LRB- there 's -RRB- a choke leash around your neck so director Nick Cassavetes can give it a good , hard yank whenever he wants you to feel something .",negative,0,sst,0.19444
"A disoriented but occasionally disarming saga packed with moments out of an Alice in Wonderland adventure , a stalker thriller , and a condensed season of TV 's Big Brother .",positive,2,sst,0.625
"The film 's sharp , often mischievous sense of humor will catch some off guard ...",positive,2,sst,0.63889
Extremely boring .,negative,0,sst,0.083333
"John Carlen 's script is full of unhappy , two-dimensional characters who are anything but compelling .",neutral,1,sst,0.5
"All in all , an interesting look at the life of the campaign-trail press , especially ones that do n't really care for the candidate they 're forced to follow .",positive,2,sst,0.61111
A raunchy and frequently hilarious follow-up to the gifted Korean American stand-up 's I 'm the One That I Want .,positive,2,sst,0.77778
The most repugnant adaptation of a classic text since Roland JoffÃ© and Demi Moore 's The Scarlet Letter .,negative,0,sst,0.23611
"Prurient playthings aside , there 's little to love about this English trifle .",negative,0,sst,0.22222
Montias ... pumps a lot of energy into his nicely nuanced narrative and surrounds himself with a cast of quirky -- but not stereotyped -- street characters .,positive,2,sst,0.84722
"Jason X has cheesy effects and a hoary plot , but its macabre , self-deprecating sense of humor makes up for a lot .",positive,2,sst,0.68056
"As Allen 's execution date closes in , the documentary gives an especially poignant portrait of her friendship with the never flagging legal investigator David Presson .",neutral,1,sst,0.55556
"Greene delivers a typically solid performance in a role that is a bit of a departure from the noble characters he has played in the past , and he is matched by Schweig , who carries the film on his broad , handsome shoulders .",positive,2,sst,0.84722
"In the long , dishonorable history of quickie teen-pop exploitation , Like Mike stands out for its only partly synthetic decency .",neutral,1,sst,0.40278
... there are enough moments of heartbreaking honesty to keep one glued to the screen .,positive,2,sst,0.90278
The truth about Charlie is that it 's a brazenly misguided project .,negative,0,sst,0.26389
Director Chris Eyre is going through the paces again with his usual high melodramatic style of filmmaking .,neutral,1,sst,0.5
A loving little film of considerable appeal .,positive,2,sst,0.80556
"Now as a former Gong Show addict , I 'll admit it , my only complaint is that we did n't get more re-creations of all those famous moments from the show .",positive,2,sst,0.63889
"This is a third-person story now , told by Hollywood , and much more ordinary for it .",negative,0,sst,0.33333
"Jose Campanella delivers a loosely autobiographical story brushed with sentimentality but brimming with gentle humor , bittersweet pathos , and lyric moments that linger like snapshots of memory .",positive,2,sst,0.84722
"I know we 're not supposed to take it seriously , but I ca n't shake the thought that Undercover Brother missed an opportunity to strongly present some profound social commentary .",neutral,1,sst,0.44444
Piccoli gives a superb performance full of deep feeling .,positive,2,sst,0.81944
Melanie eventually slugs the Yankee .,neutral,1,sst,0.5
"Hopelessly inane , humorless and under-inspired .",negative,0,sst,0.097222
"The film is quiet , threatening and unforgettable .",positive,2,sst,0.83333
The movie fails to portray its literarily talented and notorious subject as anything much more than a dirty old man .,negative,0,sst,0.16667
Hugh Grant and Sandra Bullock are two such likeable actors .,positive,2,sst,0.875
"Directors John Musker and Ron Clements , the team behind The Little Mermaid , have produced sparkling retina candy , but they are n't able to muster a lot of emotional resonance in the cold vacuum of space .",neutral,1,sst,0.47222
An impressive hybrid .,positive,2,sst,0.80556
"Often hilarious , well-shot and , importantly , entertaining , Hell House is a fascinating document of an event that has to be seen to be believed .",positive,2,sst,0.90278
But is that knot from dramatic tension or a symptom of artistic malnutrition ?,neutral,1,sst,0.44444
"A lot of the credit for the film 's winning tone must go to Grant , who has n't lost a bit of the dry humor that first made audiences on both sides of the Atlantic love him .",positive,2,sst,0.66667
A reality-snubbing hodgepodge .,negative,0,sst,0.22222
"For the most part , I Spy was an amusing lark that will probably rank as one of Murphy 's better performances in one of his lesser-praised movies .",positive,2,sst,0.66667
It 's frustrating to see these guys -- who are obviously pretty clever -- waste their talent on parodies of things they probably thought were funniest when they were high .,negative,0,sst,0.22222
Especially compared with the television series that inspired the movie .,neutral,1,sst,0.52778
It 's almost impossible not to be moved by the movie 's depiction of sacrifice and its stirring epilogue in post-Soviet Russia .,positive,2,sst,0.83333
Eisenstein lacks considerable brio for a film about one of cinema 's directorial giants .,negative,0,sst,0.30556
"A woozy , roisterous , exhausting mess , and the off-beat casting of its two leads turns out to be as ill-starred as you might expect .",negative,0,sst,0.36111
Rice never clearly defines his characters or gives us a reason to care about them .,negative,0,sst,0.29167
"Don Michael Paul uses quick-cuts , -LRB- very -RRB- large shadows and wide-angle shots taken from a distance to hide the liberal use of a body double -LRB- for Seagal -RRB- .",neutral,1,sst,0.55556
Son of the Bride may be a good half-hour too long but comes replete with a flattering sense of mystery and quietness .,negative,0,sst,0.34722
"smart , funny and just honest enough to provide the pleasures of a slightly naughty , just-above-average off - Broadway play .",positive,2,sst,0.84722
"As the movie traces Mr. Brown 's athletic exploits , it is impossible not to be awed by the power and grace of one of the greatest natural sportsmen of modern times .",positive,2,sst,0.80556
A tremendous piece of work .,positive,2,sst,0.93056
"A loud , low-budget and tired formula film that arrives cloaked in the euphemism ` urban drama . '",negative,0,sst,0.16667
"A mature , deeply felt fantasy of a director 's travel through 300 years of Russian history .",positive,2,sst,0.72222
"Though a touch too Arthouse 101 in its poetic symbolism , Heaven proves to be a good match of the sensibilities of two directors .",positive,2,sst,0.61111
It 's 51 times better than this .,neutral,1,sst,0.52778
"... a delightfully unpredictable , hilarious comedy with wonderful performances that tug at your heart in ways that utterly transcend gender labels .",positive,2,sst,0.875
"What might have been readily dismissed as the tiresome rant of an aging filmmaker still thumbing his nose at convention takes a surprising , subtle turn at the midway point .",negative,0,sst,0.30556
"Enigma is well-made , but it 's just too dry and too placid .",negative,0,sst,0.375
"A surprisingly flat retread , hobbled by half-baked setups and sluggish pacing .",negative,0,sst,0.083333
"There are far worse messages to teach a young audience , which will probably be perfectly happy with the sloppy slapstick comedy .",neutral,1,sst,0.56944
"Good car chases , great fight scenes , and a distinctive blend of European , American and Asian influences .",positive,2,sst,0.73611
To imagine the life of Harry Potter as a martial arts adventure told by a lobotomized Woody Allen is to have some idea of the fate that lies in store for moviegoers lured to the mediocrity that is Kung Pow : Enter the Fist .,negative,0,sst,0.15278
I 'd have to say the star and director are the big problems here .,negative,0,sst,0.22222
Grating and tedious .,negative,0,sst,0.36111
A characteristically engorged and sloppy coming-of-age movie .,negative,0,sst,0.23611
Insufferably naive .,negative,0,sst,0.27778
A surprisingly sweet and gentle comedy .,positive,2,sst,0.79167
Skip work to see it at the first opportunity .,positive,2,sst,0.66667
"The movie is gorgeously made , but it is also somewhat shallow and art-conscious .",neutral,1,sst,0.59722
"13 Conversations may be a bit too enigmatic and overly ambitious to be fully successful , but Sprecher and her screenwriting partner and sister , Karen Sprecher , do n't seem ever to run out of ideas .",neutral,1,sst,0.40278
Spiderman ROCKS,positive,2,sst,0.97222
"But , like Silence , it 's a movie that gets under your skin .",negative,0,sst,0.23611
"A smart , sassy and exceptionally charming romantic comedy .",positive,2,sst,0.875
"After seeing SWEPT AWAY , I feel sorry for Madonna .",negative,0,sst,0.30556
There are now two signs that M. Night Shyamalan 's debut feature sucked up all he has to give to the mystic genres of cinema : Unbreakable and Signs .,negative,0,sst,0.16667
"Queen of the Damned as you might have guessed , makes sorry use of Aaliyah in her one and only starring role -- she does little here but point at things that explode into flame .",negative,0,sst,0.29167
"A gorgeous , high-spirited musical from India that exquisitely blends music , dance , song , and high drama .",positive,2,sst,0.86111
"The movie spends more time with Schneider than with newcomer McAdams , even though her performance is more interesting -LRB- and funnier -RRB- than his .",negative,0,sst,0.36111
"Passable entertainment , but it 's the kind of motion picture that wo n't make much of a splash when it 's released , and will not be remembered long afterwards .",negative,0,sst,0.25
"There 's no real reason to see it , and no real reason not to .",neutral,1,sst,0.56944
"Any film that does n't even in passing mention political prisoners , poverty and the boat loads of people who try to escape the country is less a documentary and more propaganda by way of a valentine sealed with a kiss .",negative,0,sst,0.23611
An original little film about one young woman 's education .,neutral,1,sst,0.59722
"Even film silliness needs a little gravity , beyond good hair and humping .",neutral,1,sst,0.40278
"It does n't make for great cinema , but it is interesting to see where one 's imagination will lead when given the opportunity .",negative,0,sst,0.36111
If you open yourself up to Mr. Reggio 's theory of this imagery as the movie 's set ... it can impart an almost visceral sense of dislocation and change .,positive,2,sst,0.77778
Yet another entry in the sentimental oh-those-wacky-Brits genre that was ushered in by The Full Monty and is still straining to produce another smash hit .,negative,0,sst,0.34722
Drumline ably captures the complicated relationships in a marching band .,positive,2,sst,0.69444
Writer-director Burger imaginatively fans the embers of a dormant national grief and curiosity that has calcified into chronic cynicism and fear .,positive,2,sst,0.73611
Kapur weighs down the tale with bogus profundities .,negative,0,sst,0.30556
That 's because relatively nothing happens .,negative,0,sst,0.22222
"We ca n't accuse Kung Pow for misfiring , since it is exactly what it wants to be : an atrociously , mind-numbingly , indescribably bad movie .",negative,0,sst,0.041667
"From beginning to end , this overheated melodrama plays like a student film .",neutral,1,sst,0.44444
Irwin and his director never come up with an adequate reason why we should pay money for what we can get on television for free .,negative,0,sst,0.13889
The symbols float like butterflies and the spinning styx sting like bees .,neutral,1,sst,0.5
"It 's a humble effort , but spiced with wry humor and genuine pathos , especially between Morgan and Redgrave .",positive,2,sst,0.65278
"This is an egotistical endeavor from the daughter of horror director Dario Argento -LRB- a producer here -RRB- , but her raw performance and utter fearlessness make it strangely magnetic .",positive,2,sst,0.73611
"If you 're part of her targeted audience , you 'll cheer .",positive,2,sst,0.68056
"One of the year 's best films , featuring an Oscar-worthy performance by Julianne Moore .",positive,2,sst,0.875
"In capturing the understated comedic agony of an ever-ruminating , genteel yet decadent aristocracy that can no longer pay its bills , the film could just as well be addressing the turn of the 20th century into the 21st .",neutral,1,sst,0.59722
This is one of Polanski 's best films .,positive,2,sst,0.91667
"More mature than Fatal Attraction , more complete than Indecent Proposal and more relevant than 9 1\/2 Weeks , Unfaithful is at once intimate and universal cinema .",positive,2,sst,0.88889
"We started to wonder if ... some unpaid intern had just typed ` Chris Rock , ' ` Anthony Hopkins ' and ` terrorists ' into some Univac-like script machine .",negative,0,sst,0.055556
My Wife Is an Actress is an utterly charming French comedy that feels so American in sensibility and style it 's virtually its own Hollywood remake .,positive,2,sst,0.83333
"Sad nonsense , this .",negative,0,sst,0.23611
"An enthralling , entertaining feature .",positive,2,sst,0.875
"That Jack Nicholson makes this man so watchable is a tribute not only to his craft , but to his legend .",positive,2,sst,0.81944
... a well-observed and disturbing little movie,neutral,1,sst,0.43056
"According to Wendigo , ` nature ' loves the members of the upper class almost as much as they love themselves .",positive,2,sst,0.73611
"Some movies were made for the big screen , some for the small screen , and some , like Ballistic : Ecks vs. Sever , were made for the palm screen .",negative,0,sst,0.25
Features what is surely the funniest and most accurate depiction of writer 's block ever .,positive,2,sst,0.94444
"The movie does n't think much of its characters , its protagonist , or of us .",negative,0,sst,0.29167
"To build a feel-good fantasy around a vain dictator-madman is off-putting , to say the least , not to mention inappropriate and wildly undeserved .",negative,0,sst,0.16667
I can analyze this movie in three words : Thumbs Friggin ' Down .,negative,0,sst,0.11111
"After all the big build-up , the payoff for the audience , as well as the characters , is messy , murky , unsatisfying .",neutral,1,sst,0.40278
As tricky and satisfying as any of David Mamet 's airless cinematic shell games .,positive,2,sst,0.76389
Anyone else seen this before ?,neutral,1,sst,0.41667
ZigZag might have been richer and more observant if it were less densely plotted .,negative,0,sst,0.31944
"Features nonsensical and laughable plotting , wooden performances , ineptly directed action sequences and some of the worst dialogue in recent memory .",negative,0,sst,0.055556
Festers in just such a dungpile that you 'd swear you were watching monkeys flinging their feces at you .,negative,0,sst,0.0
Director Andrew Niccol ... demonstrates a wry understanding of the quirks of fame .,positive,2,sst,0.72222
"The overall effect is awe and affection -- and a strange urge to get on a board and , uh , shred , dude .",positive,2,sst,0.80556
One of the most depressing movie-going experiences I can think of is to sit through about 90 minutes of a so-called ` comedy ' and not laugh once .,negative,0,sst,0.20833
You can practically smell the patchouli oil .,negative,0,sst,0.33333
"A banal , virulently unpleasant excuse for a romantic comedy .",negative,0,sst,0.13889
"Stevens has a flair for dialogue comedy , the film operates nicely off the element of surprise , and the large cast is solid .",positive,2,sst,0.84722
a cruelly funny twist on teen comedy packed with inventive cinematic tricks and an ironically killer soundtrack,positive,2,sst,0.77778
A movie that ca n't get sufficient distance from Leroy 's delusions to escape their maudlin influence .,negative,0,sst,0.29167
"If legendary shlockmeister Ed Wood had ever made a movie about a vampire , it probably would look a lot like this alarming production , adapted from Anne Rice 's novel The Vampire Chronicles .",neutral,1,sst,0.43056
"Piccoli 's performance is amazing , yes , but the symbols of loss and denial and life-at-arm 's - length in the film seem irritatingly transparent .",negative,0,sst,0.33333
"An uncomfortable experience , but one as brave and challenging as you could possibly expect these days from American cinema .",positive,2,sst,0.68056
"From spiritual rebirth to bruising defeat , Vincent 's odyssey resonates in a profound way , comparable to the classic films of Jean Renoir .",positive,2,sst,0.75
"Writer\/director David Caesar ladles on the local flavour with a hugely enjoyable film about changing times , clashing cultures and the pleasures of a well-made pizza .",positive,2,sst,0.86111
But what is missing from it all is a moral .,negative,0,sst,0.36111
"Though this saga would be terrific to read about , it is dicey screen material that only a genius should touch .",positive,2,sst,0.63889
-LRB- A -RRB- poorly executed comedy .,negative,0,sst,0.18056
A non-mystery mystery .,negative,0,sst,0.31944
"If horses could fly , this is surely what they 'd look like .",neutral,1,sst,0.56944
"An effectively creepy , fear-inducing -LRB- not fear-reducing -RRB- film from Japanese director Hideo Nakata , who takes the superstitious curse on chain letters and actually applies it .",positive,2,sst,0.88889
"An erotic thriller that 's neither too erotic nor very thrilling , either .",negative,0,sst,0.069444
A giddy and provocative sexual romp that has something to say .,positive,2,sst,0.68056
"Not as well-written as Sexy Beast , not as gloriously flippant as Lock , Stock and Two Smoking Barrels , but stylish and moody and exceptionally well-acted .",positive,2,sst,0.66667
